Id,Date,Home_or_Away,Team,Opponent,Win_Loss,Rest_Days,Season
29,2023-10-26,Home,LAL,PHX,W,2.0,2023-24
32,2023-10-26,Away,PHX,LAL,L,2.0,2023-24
33,2023-10-27,Away,LAC,UTA,L,2.0,2023-24
34,2023-10-27,Home,SAC,GSW,L,2.0,2023-24
35,2023-10-27,Home,CHI,TOR,W,2.0,2023-24
36,2023-10-27,Home,CLE,OKC,L,2.0,2023-24
37,2023-10-27,Home,DAL,BKN,W,2.0,2023-24
38,2023-10-27,Away,DEN,MEM,W,3.0,2023-24
39,2023-10-27,Home,CHA,DET,L,2.0,2023-24
40,2023-10-27,Away,NYK,ATL,W,2.0,2023-24
41,2023-10-27,Away,TOR,CHI,L,2.0,2023-24
42,2023-10-27,Home,ATL,NYK,L,2.0,2023-24
43,2023-10-27,Home,BOS,MIA,W,2.0,2023-24
44,2023-10-27,Away,DET,CHA,W,2.0,2023-24
45,2023-10-27,Away,BKN,DAL,L,2.0,2023-24
46,2023-10-27,Home,SAS,HOU,W,2.0,2023-24
47,2023-10-27,Away,MIA,BOS,L,2.0,2023-24
48,2023-10-27,Away,GSW,SAC,W,3.0,2023-24
49,2023-10-27,Home,UTA,LAC,W,2.0,2023-24
50,2023-10-27,Home,MEM,DEN,L,2.0,2023-24
51,2023-10-27,Away,ORL,POR,W,2.0,2023-24
52,2023-10-27,Away,OKC,CLE,W,2.0,2023-24
53,2023-10-27,Home,POR,ORL,L,2.0,2023-24
54,2023-10-27,Away,HOU,SAS,L,2.0,2023-24
55,2023-10-28,Home,TOR,PHI,L,1.0,2023-24
56,2023-10-28,Home,CLE,IND,L,1.0,2023-24
57,2023-10-28,Away,MEM,WAS,L,1.0,2023-24
58,2023-10-28,Home,PHX,UTA,W,2.0,2023-24
59,2023-10-28,Home,WAS,MEM,W,3.0,2023-24
60,2023-10-28,Away,MIA,MIN,L,1.0,2023-24
61,2023-10-28,Home,NOP,NYK,W,3.0,2023-24
62,2023-10-28,Away,NYK,NOP,L,1.0,2023-24
63,2023-10-28,Home,DET,CHI,W,1.0,2023-24
64,2023-10-28,Away,IND,CLE,W,3.0,2023-24
65,2023-10-28,Home,MIN,MIA,W,3.0,2023-24
66,2023-10-28,Away,UTA,PHX,L,1.0,2023-24
67,2023-10-28,Away,CHI,DET,L,1.0,2023-24
68,2023-10-28,Away,PHI,TOR,W,2.0,2023-24
69,2023-10-29,Home,MIL,ATL,L,3.0,2023-24
70,2023-10-29,Away,POR,PHI,L,2.0,2023-24
71,2023-10-29,Home,HOU,GSW,L,2.0,2023-24
72,2023-10-29,Home,PHI,POR,W,1.0,2023-24
73,2023-10-29,Home,OKC,DEN,L,2.0,2023-24
74,2023-10-29,Away,ATL,MIL,W,2.0,2023-24
75,2023-10-29,Away,DEN,OKC,W,2.0,2023-24
76,2023-10-29,Away,SAS,LAC,L,2.0,2023-24
77,2023-10-29,Home,LAC,SAS,W,2.0,2023-24
78,2023-10-29,Home,SAC,LAL,W,2.0,2023-24
79,2023-10-29,Away,LAL,SAC,L,3.0,2023-24
80,2023-10-29,Away,GSW,HOU,W,2.0,2023-24
81,2023-10-30,Away,DET,OKC,L,2.0,2023-24
82,2023-10-30,Home,ATL,MIN,W,1.0,2023-24
83,2023-10-30,Home,DEN,UTA,W,1.0,2023-24
84,2023-10-30,Home,NOP,GSW,L,2.0,2023-24
85,2023-10-30,Away,UTA,DEN,L,2.0,2023-24
86,2023-10-30,Away,DAL,MEM,W,3.0,2023-24
87,2023-10-30,Away,BOS,WAS,W,3.0,2023-24
88,2023-10-30,Home,WAS,BOS,L,2.0,2023-24
89,2023-10-30,Away,POR,TOR,W,1.0,2023-24
90,2023-10-30,Home,MEM,DAL,L,2.0,2023-24
91,2023-10-30,Away,BKN,CHA,W,3.0,2023-24
92,2023-10-30,Home,MIL,MIA,W,1.0,2023-24
93,2023-10-30,Away,MIN,ATL,L,2.0,2023-24
94,2023-10-30,Away,MIA,MIL,L,2.0,2023-24
95,2023-10-30,Home,OKC,DET,W,1.0,2023-24
96,2023-10-30,Home,TOR,POR,L,2.0,2023-24
97,2023-10-30,Away,GSW,NOP,W,1.0,2023-24
98,2023-10-30,Away,CHI,IND,W,2.0,2023-24
99,2023-10-30,Home,LAL,ORL,W,1.0,2023-24
100,2023-10-30,Away,ORL,LAL,L,3.0,2023-24
101,2023-10-30,Home,IND,CHI,L,2.0,2023-24
102,2023-10-30,Home,CHA,BKN,L,3.0,2023-24
103,2023-10-31,Away,NYK,CLE,W,3.0,2023-24
104,2023-10-31,Away,ORL,LAC,L,1.0,2023-24
105,2023-10-31,Away,SAS,PHX,W,2.0,2023-24
106,2023-10-31,Home,LAC,ORL,W,2.0,2023-24
107,2023-10-31,Home,PHX,SAS,L,3.0,2023-24
108,2023-10-31,Home,CLE,NYK,L,3.0,2023-24
109,2023-11-01,Away,POR,DET,W,2.0,2023-24
110,2023-11-01,Home,MIN,DEN,W,2.0,2023-24
111,2023-11-01,Home,OKC,NOP,L,2.0,2023-24
112,2023-11-01,Away,NOP,OKC,W,2.0,2023-24
113,2023-11-01,Home,TOR,MIL,W,2.0,2023-24
114,2023-11-01,Away,DEN,MIN,L,2.0,2023-24
115,2023-11-01,Home,BOS,IND,W,2.0,2023-24
116,2023-11-01,Home,LAL,LAC,W,2.0,2023-24
117,2023-11-01,Away,WAS,ATL,L,2.0,2023-24
118,2023-11-01,Away,CLE,NYK,W,1.0,2023-24
119,2023-11-01,Home,HOU,CHA,W,3.0,2023-24
120,2023-11-01,Home,DAL,CHI,W,2.0,2023-24
121,2023-11-01,Away,IND,BOS,L,2.0,2023-24
122,2023-11-01,Away,SAC,GSW,L,3.0,2023-24
123,2023-11-01,Home,GSW,SAC,W,2.0,2023-24
124,2023-11-01,Away,CHA,HOU,L,2.0,2023-24
125,2023-11-01,Away,MIL,TOR,L,2.0,2023-24
126,2023-11-01,Away,MEM,UTA,L,2.0,2023-24
127,2023-11-01,Home,NYK,CLE,L,1.0,2023-24
128,2023-11-01,Home,DET,POR,L,2.0,2023-24
129,2023-11-01,Home,UTA,MEM,W,2.0,2023-24
130,2023-11-01,Home,ATL,WAS,W,2.0,2023-24
131,2023-11-01,Away,LAC,LAL,L,1.0,2023-24
132,2023-11-01,Away,BKN,MIA,W,2.0,2023-24
133,2023-11-01,Away,CHI,DAL,L,2.0,2023-24
134,2023-11-01,Home,MIA,BKN,L,2.0,2023-24
135,2023-11-02,Home,PHX,SAS,L,2.0,2023-24
136,2023-11-02,Away,DET,NOP,L,1.0,2023-24
137,2023-11-02,Away,ORL,UTA,W,2.0,2023-24
138,2023-11-02,Home,PHI,TOR,W,4.0,2023-24
139,2023-11-02,Away,SAS,PHX,W,2.0,2023-24
140,2023-11-02,Home,NOP,DET,W,1.0,2023-24
141,2023-11-02,Away,TOR,PHI,L,1.0,2023-24
142,2023-11-02,Home,UTA,ORL,L,1.0,2023-24
143,2023-11-03,Home,MIL,NYK,W,2.0,2023-24
144,2023-11-03,Away,CLE,IND,L,2.0,2023-24
145,2023-11-03,Away,MEM,POR,L,2.0,2023-24
146,2023-11-03,Away,WAS,MIA,L,2.0,2023-24
147,2023-11-03,Home,POR,MEM,W,2.0,2023-24
148,2023-11-03,Away,BKN,CHI,W,2.0,2023-24
149,2023-11-03,Away,DAL,DEN,L,2.0,2023-24
150,2023-11-03,Home,IND,CLE,W,2.0,2023-24
151,2023-11-03,Home,MIA,WAS,W,2.0,2023-24
152,2023-11-03,Away,GSW,OKC,W,2.0,2023-24
153,2023-11-03,Home,DEN,DAL,W,2.0,2023-24
154,2023-11-03,Home,CHI,BKN,L,2.0,2023-24
155,2023-11-03,Away,NYK,MIL,L,2.0,2023-24
156,2023-11-03,Home,OKC,GSW,L,2.0,2023-24
157,2023-11-04,Home,BKN,BOS,L,1.0,2023-24
158,2023-11-04,Home,DEN,CHI,W,1.0,2023-24
159,2023-11-04,Away,PHX,PHI,L,2.0,2023-24
160,2023-11-04,Away,CHA,IND,W,3.0,2023-24
161,2023-11-04,Away,ATL,NOP,W,3.0,2023-24
162,2023-11-04,Home,ORL,LAL,W,2.0,2023-24
163,2023-11-04,Away,LAL,ORL,L,3.0,2023-24
164,2023-11-04,Away,CHI,DEN,L,1.0,2023-24
165,2023-11-04,Home,MIN,UTA,W,3.0,2023-24
166,2023-11-04,Away,BOS,BKN,W,3.0,2023-24
167,2023-11-04,Away,UTA,MIN,L,2.0,2023-24
168,2023-11-04,Home,HOU,SAC,W,3.0,2023-24
169,2023-11-04,Away,SAC,HOU,L,3.0,2023-24
170,2023-11-04,Home,NOP,ATL,L,2.0,2023-24
171,2023-11-04,Home,PHI,PHX,W,2.0,2023-24
172,2023-11-04,Home,IND,CHA,L,1.0,2023-24
173,2023-11-05,Home,POR,MEM,L,2.0,2023-24
174,2023-11-05,Away,CHA,DAL,L,1.0,2023-24
175,2023-11-05,Away,GSW,CLE,L,2.0,2023-24
176,2023-11-05,Away,PHX,DET,W,1.0,2023-24
177,2023-11-05,Home,DAL,CHA,W,2.0,2023-24
178,2023-11-05,Home,SAS,TOR,L,3.0,2023-24
179,2023-11-05,Home,DET,PHX,L,3.0,2023-24
180,2023-11-05,Away,TOR,SAS,W,3.0,2023-24
181,2023-11-05,Home,CLE,GSW,W,2.0,2023-24
182,2023-11-05,Away,MEM,POR,W,2.0,2023-24
183,2023-11-06,Home,CHI,UTA,W,2.0,2023-24
184,2023-11-06,Away,LAL,MIA,L,2.0,2023-24
185,2023-11-06,Away,GSW,DET,W,1.0,2023-24
186,2023-11-06,Home,ORL,DAL,L,2.0,2023-24
187,2023-11-06,Home,HOU,SAC,W,2.0,2023-24
188,2023-11-06,Home,OKC,ATL,W,3.0,2023-24
189,2023-11-06,Away,ATL,OKC,L,2.0,2023-24
190,2023-11-06,Away,UTA,CHI,L,2.0,2023-24
191,2023-11-06,Home,NYK,LAC,W,3.0,2023-24
192,2023-11-06,Home,BKN,MIL,L,2.0,2023-24
193,2023-11-06,Home,DET,GSW,L,1.0,2023-24
194,2023-11-06,Away,MIL,BKN,W,3.0,2023-24
195,2023-11-06,Home,PHI,WAS,W,2.0,2023-24
196,2023-11-06,Home,DEN,NOP,W,2.0,2023-24
197,2023-11-06,Away,BOS,MIN,L,2.0,2023-24
198,2023-11-06,Away,LAC,NYK,L,5.0,2023-24
199,2023-11-06,Away,WAS,PHI,L,3.0,2023-24
200,2023-11-06,Away,DAL,ORL,W,1.0,2023-24
201,2023-11-06,Home,MIA,LAL,W,3.0,2023-24
202,2023-11-06,Home,IND,SAS,W,2.0,2023-24
203,2023-11-06,Away,SAS,IND,L,1.0,2023-24
204,2023-11-06,Home,MIN,BOS,W,2.0,2023-24
205,2023-11-06,Away,NOP,DEN,L,2.0,2023-24
206,2023-11-06,Away,SAC,HOU,L,2.0,2023-24
207,2023-11-08,Away,SAS,NYK,L,2.0,2023-24
208,2023-11-08,Home,HOU,LAL,W,2.0,2023-24
209,2023-11-08,Away,TOR,DAL,W,3.0,2023-24
210,2023-11-08,Home,SAC,POR,W,2.0,2023-24
211,2023-11-08,Away,GSW,DEN,L,2.0,2023-24
212,2023-11-08,Home,CHA,WAS,L,3.0,2023-24
213,2023-11-08,Away,WAS,CHA,W,2.0,2023-24
214,2023-11-08,Home,MEM,MIA,L,3.0,2023-24
215,2023-11-08,Home,DEN,GSW,W,2.0,2023-24
216,2023-11-08,Away,UTA,IND,L,2.0,2023-24
217,2023-11-08,Away,LAC,BKN,L,2.0,2023-24
218,2023-11-08,Home,MIL,DET,W,2.0,2023-24
219,2023-11-08,Home,BKN,LAC,W,2.0,2023-24
220,2023-11-08,Home,DAL,TOR,L,2.0,2023-24
221,2023-11-08,Home,OKC,CLE,W,2.0,2023-24
222,2023-11-08,Home,NYK,SAS,W,2.0,2023-24
223,2023-11-08,Away,PHX,CHI,W,3.0,2023-24
224,2023-11-08,Away,CLE,OKC,L,3.0,2023-24
225,2023-11-08,Away,NOP,MIN,L,2.0,2023-24
226,2023-11-08,Home,IND,UTA,W,2.0,2023-24
227,2023-11-08,Away,BOS,PHI,L,2.0,2023-24
228,2023-11-08,Away,POR,SAC,L,3.0,2023-24
229,2023-11-08,Home,MIN,NOP,W,2.0,2023-24
230,2023-11-08,Home,CHI,PHX,L,2.0,2023-24
231,2023-11-08,Away,MIA,MEM,W,2.0,2023-24
232,2023-11-08,Home,PHI,BOS,W,2.0,2023-24
233,2023-11-08,Away,LAL,HOU,L,2.0,2023-24
234,2023-11-08,Away,DET,MIL,L,2.0,2023-24
235,2023-11-09,Away,MIL,IND,L,1.0,2023-24
236,2023-11-09,Home,ORL,ATL,L,3.0,2023-24
237,2023-11-09,Home,IND,MIL,W,1.0,2023-24
238,2023-11-09,Away,ATL,ORL,W,3.0,2023-24
239,2023-11-10,Away,LAC,DAL,L,2.0,2023-24
240,2023-11-10,Home,PHX,LAL,L,2.0,2023-24
241,2023-11-10,Away,CHA,WAS,W,2.0,2023-24
242,2023-11-10,Home,DAL,LAC,W,2.0,2023-24
243,2023-11-10,Away,BKN,BOS,L,2.0,2023-24
244,2023-11-10,Away,LAL,PHX,W,2.0,2023-24
245,2023-11-10,Away,PHI,DET,W,2.0,2023-24
246,2023-11-10,Home,DET,PHI,L,2.0,2023-24
247,2023-11-10,Home,HOU,NOP,W,2.0,2023-24
248,2023-11-10,Home,MEM,UTA,L,2.0,2023-24
249,2023-11-10,Away,UTA,MEM,W,2.0,2023-24
250,2023-11-10,Away,NOP,HOU,L,2.0,2023-24
251,2023-11-10,Home,SAS,MIN,L,2.0,2023-24
252,2023-11-10,Home,WAS,CHA,L,2.0,2023-24
253,2023-11-10,Home,BOS,BKN,W,2.0,2023-24
254,2023-11-10,Away,MIN,SAS,W,2.0,2023-24
255,2023-11-10,Home,SAC,OKC,W,2.0,2023-24
256,2023-11-10,Away,OKC,SAC,L,2.0,2023-24
257,2023-11-11,Home,GSW,CLE,L,3.0,2023-24
258,2023-11-11,Away,MIA,ATL,W,3.0,2023-24
259,2023-11-11,Home,BOS,TOR,W,1.0,2023-24
260,2023-11-11,Away,MIL,ORL,L,2.0,2023-24
261,2023-11-11,Home,ORL,MIL,W,2.0,2023-24
262,2023-11-11,Away,TOR,BOS,L,3.0,2023-24
263,2023-11-11,Away,CLE,GSW,W,3.0,2023-24
264,2023-11-11,Home,ATL,MIA,L,2.0,2023-24
265,2023-11-12,Away,POR,LAL,L,4.0,2023-24
266,2023-11-12,Home,BKN,WAS,W,2.0,2023-24
267,2023-11-12,Away,MIN,GSW,W,2.0,2023-24
268,2023-11-12,Home,PHI,IND,W,2.0,2023-24
269,2023-11-12,Away,CHA,NYK,L,2.0,2023-24
270,2023-11-12,Away,WAS,BKN,L,2.0,2023-24
271,2023-11-12,Away,OKC,PHX,W,2.0,2023-24
272,2023-11-12,Away,DET,CHI,L,2.0,2023-24
273,2023-11-12,Away,MEM,LAC,W,2.0,2023-24
274,2023-11-12,Home,NOP,DAL,L,2.0,2023-24
275,2023-11-12,Away,DEN,HOU,L,4.0,2023-24
276,2023-11-12,Away,MIA,SAS,W,1.0,2023-24
277,2023-11-12,Home,PHX,OKC,L,2.0,2023-24
278,2023-11-12,Away,IND,PHI,L,3.0,2023-24
279,2023-11-12,Home,LAC,MEM,L,2.0,2023-24
280,2023-11-12,Home,CHI,DET,W,4.0,2023-24
281,2023-11-12,Away,DAL,NOP,W,2.0,2023-24
282,2023-11-12,Home,SAS,MIA,L,2.0,2023-24
283,2023-11-12,Home,GSW,MIN,L,1.0,2023-24
284,2023-11-12,Home,NYK,CHA,W,4.0,2023-24
285,2023-11-12,Home,HOU,DEN,W,2.0,2023-24
286,2023-11-12,Home,LAL,POR,W,2.0,2023-24
287,2023-11-13,Home,MIL,CHI,W,2.0,2023-24
288,2023-11-13,Home,SAC,CLE,W,3.0,2023-24
289,2023-11-13,Away,WAS,TOR,L,1.0,2023-24
290,2023-11-13,Away,NYK,BOS,L,1.0,2023-24
291,2023-11-13,Away,CHI,MIL,L,1.0,2023-24
292,2023-11-13,Away,CLE,SAC,L,2.0,2023-24
293,2023-11-13,Home,TOR,WAS,W,2.0,2023-24
294,2023-11-13,Home,BOS,NYK,W,2.0,2023-24
295,2023-11-14,Home,PHI,IND,L,2.0,2023-24
296,2023-11-14,Away,MEM,LAL,L,2.0,2023-24
297,2023-11-14,Home,BKN,ORL,W,2.0,2023-24
298,2023-11-14,Away,LAC,DEN,L,2.0,2023-24
299,2023-11-14,Home,DET,ATL,L,2.0,2023-24
300,2023-11-14,Away,ORL,BKN,L,3.0,2023-24
301,2023-11-14,Away,DAL,NOP,L,2.0,2023-24
302,2023-11-14,Away,IND,PHI,W,2.0,2023-24
303,2023-11-14,Away,POR,UTA,L,2.0,2023-24
304,2023-11-14,Away,ATL,DET,W,3.0,2023-24
305,2023-11-14,Home,UTA,POR,W,4.0,2023-24
306,2023-11-14,Away,MIA,CHA,W,2.0,2023-24
307,2023-11-14,Home,NOP,DAL,W,2.0,2023-24
308,2023-11-14,Home,CHA,MIA,L,2.0,2023-24
309,2023-11-14,Home,GSW,MIN,L,2.0,2023-24
310,2023-11-14,Home,OKC,SAS,W,2.0,2023-24
311,2023-11-14,Away,SAS,OKC,L,2.0,2023-24
312,2023-11-14,Away,MIN,GSW,W,2.0,2023-24
313,2023-11-14,Home,LAL,MEM,W,2.0,2023-24
314,2023-11-14,Home,DEN,LAC,W,2.0,2023-24
315,2023-11-15,Away,ORL,CHI,W,1.0,2023-24
316,2023-11-15,Away,SAC,LAL,W,2.0,2023-24
317,2023-11-15,Away,NYK,ATL,W,2.0,2023-24
318,2023-11-15,Home,TOR,MIL,L,2.0,2023-24
319,2023-11-15,Away,DAL,WAS,W,1.0,2023-24
320,2023-11-15,Home,LAL,SAC,L,1.0,2023-24
321,2023-11-15,Home,POR,CLE,L,1.0,2023-24
322,2023-11-15,Home,CHI,ORL,L,2.0,2023-24
323,2023-11-15,Away,MIN,PHX,L,1.0,2023-24
324,2023-11-15,Away,MIL,TOR,W,2.0,2023-24
325,2023-11-15,Home,PHX,MIN,W,3.0,2023-24
326,2023-11-15,Away,CLE,POR,W,2.0,2023-24
327,2023-11-15,Home,PHI,BOS,L,1.0,2023-24
328,2023-11-15,Away,BOS,PHI,W,2.0,2023-24
329,2023-11-15,Home,ATL,NYK,L,1.0,2023-24
330,2023-11-15,Home,WAS,DAL,L,2.0,2023-24
331,2023-11-16,Home,MIA,BKN,W,2.0,2023-24
332,2023-11-16,Away,OKC,GSW,W,2.0,2023-24
333,2023-11-16,Home,GSW,OKC,L,2.0,2023-24
334,2023-11-16,Away,BKN,MIA,L,2.0,2023-24
335,2023-11-17,Home,TOR,BOS,L,2.0,2023-24
336,2023-11-17,Home,CHI,ORL,L,2.0,2023-24
337,2023-11-17,Home,CLE,DET,W,2.0,2023-24
338,2023-11-17,Away,PHI,ATL,W,2.0,2023-24
339,2023-11-17,Away,SAC,SAS,W,2.0,2023-24
340,2023-11-17,Away,MIL,CHA,W,2.0,2023-24
341,2023-11-17,Away,ORL,CHI,W,2.0,2023-24
342,2023-11-17,Away,BOS,TOR,W,2.0,2023-24
343,2023-11-17,Home,SAS,SAC,L,3.0,2023-24
344,2023-11-17,Away,LAL,POR,W,2.0,2023-24
345,2023-11-17,Home,ATL,PHI,L,2.0,2023-24
346,2023-11-17,Home,UTA,PHX,L,3.0,2023-24
347,2023-11-17,Home,WAS,NYK,L,2.0,2023-24
348,2023-11-17,Home,NOP,DEN,W,3.0,2023-24
349,2023-11-17,Away,HOU,LAC,L,5.0,2023-24
350,2023-11-17,Home,POR,LAL,L,2.0,2023-24
351,2023-11-17,Away,DET,CLE,L,3.0,2023-24
352,2023-11-17,Away,PHX,UTA,W,2.0,2023-24
353,2023-11-17,Away,NYK,WAS,W,2.0,2023-24
354,2023-11-17,Home,LAC,HOU,W,3.0,2023-24
355,2023-11-17,Away,DEN,NOP,L,3.0,2023-24
356,2023-11-17,Home,CHA,MIL,L,3.0,2023-24
357,2023-11-18,Home,GSW,OKC,L,2.0,2023-24
358,2023-11-18,Away,MIN,NOP,W,3.0,2023-24
359,2023-11-18,Home,CHI,MIA,W,1.0,2023-24
360,2023-11-18,Away,MIA,CHI,L,2.0,2023-24
361,2023-11-18,Home,NOP,MIN,L,1.0,2023-24
362,2023-11-18,Home,MIL,DAL,W,1.0,2023-24
363,2023-11-18,Away,NYK,CHA,W,1.0,2023-24
364,2023-11-18,Home,CHA,NYK,L,1.0,2023-24
365,2023-11-18,Away,OKC,GSW,W,2.0,2023-24
366,2023-11-18,Home,SAS,MEM,L,1.0,2023-24
367,2023-11-18,Away,DAL,MIL,L,3.0,2023-24
368,2023-11-18,Away,MEM,SAS,W,4.0,2023-24
369,2023-11-19,Away,OKC,POR,W,1.0,2023-24
370,2023-11-19,Away,SAC,DAL,W,2.0,2023-24
371,2023-11-19,Away,ORL,IND,W,2.0,2023-24
372,2023-11-19,Away,PHX,UTA,W,2.0,2023-24
373,2023-11-19,Home,BKN,PHI,L,3.0,2023-24
374,2023-11-19,Away,DEN,CLE,L,2.0,2023-24
375,2023-11-19,Home,IND,ORL,L,5.0,2023-24
376,2023-11-19,Home,DAL,SAC,L,1.0,2023-24
377,2023-11-19,Home,CLE,DEN,W,2.0,2023-24
378,2023-11-19,Home,LAL,HOU,W,2.0,2023-24
379,2023-11-19,Away,DET,TOR,L,2.0,2023-24
380,2023-11-19,Home,TOR,DET,W,2.0,2023-24
381,2023-11-19,Home,UTA,PHX,L,2.0,2023-24
382,2023-11-19,Away,PHI,BKN,W,2.0,2023-24
383,2023-11-19,Away,BOS,MEM,W,2.0,2023-24
384,2023-11-19,Home,MEM,BOS,L,1.0,2023-24
385,2023-11-19,Away,HOU,LAL,L,2.0,2023-24
386,2023-11-19,Home,POR,OKC,L,2.0,2023-24
387,2023-11-20,Home,GSW,HOU,W,2.0,2023-24
388,2023-11-20,Home,CHI,MIA,L,2.0,2023-24
389,2023-11-20,Home,DET,DEN,L,1.0,2023-24
390,2023-11-20,Away,HOU,GSW,L,1.0,2023-24
391,2023-11-20,Away,BOS,CHA,L,1.0,2023-24
392,2023-11-20,Away,NYK,MIN,L,2.0,2023-24
393,2023-11-20,Away,SAC,NOP,L,1.0,2023-24
394,2023-11-20,Away,LAC,SAS,W,3.0,2023-24
395,2023-11-20,Away,MIA,CHI,W,2.0,2023-24
396,2023-11-20,Home,NOP,SAC,W,2.0,2023-24
397,2023-11-20,Away,MIL,WAS,W,2.0,2023-24
398,2023-11-20,Home,CHA,BOS,W,2.0,2023-24
399,2023-11-20,Away,DEN,DET,W,1.0,2023-24
400,2023-11-20,Home,MIN,NYK,W,2.0,2023-24
401,2023-11-20,Home,WAS,MIL,L,3.0,2023-24
402,2023-11-20,Home,SAS,LAC,L,2.0,2023-24
403,2023-11-21,Home,ATL,IND,L,4.0,2023-24
404,2023-11-21,Away,CLE,PHI,W,2.0,2023-24
405,2023-11-21,Away,IND,ATL,W,2.0,2023-24
406,2023-11-21,Away,POR,PHX,L,2.0,2023-24
407,2023-11-21,Home,ORL,TOR,W,2.0,2023-24
408,2023-11-21,Home,LAL,UTA,W,2.0,2023-24
409,2023-11-21,Home,PHX,POR,W,2.0,2023-24
410,2023-11-21,Away,UTA,LAL,L,2.0,2023-24
411,2023-11-21,Away,TOR,ORL,L,2.0,2023-24
412,2023-11-21,Home,PHI,CLE,L,2.0,2023-24
413,2023-11-22,Home,SAS,LAC,L,2.0,2023-24
414,2023-11-22,Home,NOP,SAC,W,2.0,2023-24
415,2023-11-22,Home,ORL,DEN,W,1.0,2023-24
416,2023-11-22,Away,DAL,LAL,W,3.0,2023-24
417,2023-11-22,Home,HOU,MEM,W,2.0,2023-24
418,2023-11-22,Home,IND,TOR,L,1.0,2023-24
419,2023-11-22,Away,MIL,BOS,L,2.0,2023-24
420,2023-11-22,Home,MIN,PHI,W,2.0,2023-24
421,2023-11-22,Home,CHA,WAS,W,2.0,2023-24
422,2023-11-22,Away,DEN,ORL,L,2.0,2023-24
423,2023-11-22,Away,LAC,SAS,W,2.0,2023-24
424,2023-11-22,Away,MEM,HOU,L,3.0,2023-24
425,2023-11-22,Away,BKN,ATL,L,3.0,2023-24
426,2023-11-22,Away,MIA,CLE,W,2.0,2023-24
427,2023-11-22,Away,GSW,PHX,L,2.0,2023-24
428,2023-11-22,Away,WAS,CHA,L,2.0,2023-24
429,2023-11-22,Away,CHI,OKC,L,2.0,2023-24
430,2023-11-22,Home,LAL,DAL,L,1.0,2023-24
431,2023-11-22,Home,BOS,MIL,W,2.0,2023-24
432,2023-11-22,Away,TOR,IND,W,1.0,2023-24
433,2023-11-22,Home,OKC,CHI,W,3.0,2023-24
434,2023-11-22,Home,PHX,GSW,W,1.0,2023-24
435,2023-11-22,Away,UTA,POR,L,1.0,2023-24
436,2023-11-22,Home,CLE,MIA,L,1.0,2023-24
437,2023-11-22,Home,POR,UTA,W,1.0,2023-24
438,2023-11-22,Home,ATL,BKN,W,1.0,2023-24
439,2023-11-22,Away,SAC,NOP,L,2.0,2023-24
440,2023-11-22,Away,PHI,MIN,L,1.0,2023-24
441,2023-11-24,Away,CHI,TOR,L,2.0,2023-24
442,2023-11-24,Home,MIN,SAC,L,2.0,2023-24
443,2023-11-24,Away,MIA,NYK,L,2.0,2023-24
444,2023-11-24,Away,DEN,HOU,L,2.0,2023-24
445,2023-11-24,Away,SAS,GSW,L,2.0,2023-24
446,2023-11-24,Away,PHX,MEM,W,2.0,2023-24
447,2023-11-24,Home,NYK,MIA,W,4.0,2023-24
448,2023-11-24,Home,MIL,WAS,W,2.0,2023-24
449,2023-11-24,Away,BOS,ORL,L,2.0,2023-24
450,2023-11-24,Home,IND,DET,W,2.0,2023-24
451,2023-11-24,Home,TOR,CHI,W,2.0,2023-24
452,2023-11-24,Home,HOU,DEN,W,2.0,2023-24
453,2023-11-24,Away,DET,IND,L,4.0,2023-24
454,2023-11-24,Away,NOP,LAC,W,2.0,2023-24
455,2023-11-24,Home,GSW,SAS,W,2.0,2023-24
456,2023-11-24,Away,SAC,MIN,W,2.0,2023-24
457,2023-11-24,Home,ORL,BOS,W,2.0,2023-24
458,2023-11-24,Away,WAS,MIL,L,2.0,2023-24
459,2023-11-24,Home,MEM,PHX,L,2.0,2023-24
460,2023-11-24,Home,LAC,NOP,L,2.0,2023-24
461,2023-11-25,Home,LAC,DAL,W,1.0,2023-24
462,2023-11-25,Home,OKC,PHI,L,3.0,2023-24
463,2023-11-25,Away,MIA,BKN,L,1.0,2023-24
464,2023-11-25,Home,BKN,MIA,W,3.0,2023-24
465,2023-11-25,Away,DAL,LAC,L,3.0,2023-24
466,2023-11-25,Away,NOP,UTA,L,1.0,2023-24
467,2023-11-25,Home,WAS,ATL,L,1.0,2023-24
468,2023-11-25,Home,CLE,LAL,L,3.0,2023-24
469,2023-11-25,Away,LAL,CLE,W,3.0,2023-24
470,2023-11-25,Away,PHI,OKC,W,3.0,2023-24
471,2023-11-25,Home,UTA,NOP,W,3.0,2023-24
472,2023-11-25,Away,ATL,WAS,W,3.0,2023-24
473,2023-11-26,Home,DEN,SAS,W,2.0,2023-24
474,2023-11-26,Home,ORL,CHA,W,2.0,2023-24
475,2023-11-26,Home,MEM,MIN,L,2.0,2023-24
476,2023-11-26,Away,SAS,DEN,L,2.0,2023-24
477,2023-11-26,Away,ATL,BOS,L,1.0,2023-24
478,2023-11-26,Away,POR,MIL,L,4.0,2023-24
479,2023-11-26,Home,MIL,POR,W,2.0,2023-24
480,2023-11-26,Home,BKN,CHI,W,1.0,2023-24
481,2023-11-26,Away,PHX,NYK,W,2.0,2023-24
482,2023-11-26,Home,BOS,ATL,W,2.0,2023-24
483,2023-11-26,Away,CHI,BKN,L,2.0,2023-24
