Id,Date,Home_or_Away,Team,Opponent,Win_Loss,Rest_Days,Season
1597,2024-02-13,Away,MIN,POR,W,1.0,2023-24
1598,2024-02-13,Away,DET,LAL,L,3.0,2023-24
1599,2024-02-13,Away,BOS,BKN,W,2.0,2023-24
1600,2024-02-13,Home,MIL,MIA,L,1.0,2023-24
1601,2024-02-13,Home,POR,MIN,L,3.0,2023-24
1602,2024-02-13,Away,OKC,ORL,W,2.0,2023-24
1603,2024-02-13,Home,BKN,BOS,L,3.0,2023-24
1604,2024-02-13,Home,PHX,SAC,W,3.0,2023-24
1605,2024-02-13,Home,ORL,OKC,L,3.0,2023-24
1606,2024-02-13,Away,MIA,MIL,W,2.0,2023-24
1607,2024-02-13,Home,LAL,DET,W,4.0,2023-24
1608,2024-02-13,Away,SAC,PHX,L,2.0,2023-24
1609,2024-02-14,Home,UTA,LAL,L,2.0,2023-24
1610,2024-02-14,Home,CHA,ATL,W,2.0,2023-24
1611,2024-02-14,Home,DEN,SAC,L,2.0,2023-24
1612,2024-02-14,Away,SAC,DEN,W,1.0,2023-24
1613,2024-02-14,Away,LAL,UTA,W,1.0,2023-24
1614,2024-02-14,Home,DAL,SAS,W,2.0,2023-24
1615,2024-02-14,Away,WAS,NOP,L,2.0,2023-24
1616,2024-02-14,Home,ORL,NYK,W,1.0,2023-24
1617,2024-02-14,Away,CHI,CLE,L,2.0,2023-24
1618,2024-02-14,Away,SAS,DAL,L,2.0,2023-24
1619,2024-02-14,Home,TOR,IND,L,2.0,2023-24
1620,2024-02-14,Home,MEM,HOU,W,2.0,2023-24
1621,2024-02-14,Away,LAC,GSW,W,2.0,2023-24
1622,2024-02-14,Home,PHI,MIA,L,2.0,2023-24
1623,2024-02-14,Home,BOS,BKN,W,1.0,2023-24
1624,2024-02-14,Home,GSW,LAC,L,2.0,2023-24
1625,2024-02-14,Away,ATL,CHA,L,2.0,2023-24
1626,2024-02-14,Away,DET,PHX,L,1.0,2023-24
1627,2024-02-14,Away,HOU,MEM,L,2.0,2023-24
1628,2024-02-14,Home,NOP,WAS,W,2.0,2023-24
1629,2024-02-14,Away,MIA,PHI,W,1.0,2023-24
1630,2024-02-14,Home,CLE,CHI,W,2.0,2023-24
1631,2024-02-14,Home,PHX,DET,W,1.0,2023-24
1632,2024-02-14,Away,BKN,BOS,L,1.0,2023-24
1633,2024-02-14,Away,NYK,ORL,L,2.0,2023-24
1634,2024-02-14,Away,IND,TOR,W,2.0,2023-24
1635,2024-02-15,Away,MIN,POR,W,2.0,2023-24
1636,2024-02-15,Away,GSW,UTA,W,1.0,2023-24
1637,2024-02-15,Away,MIL,MEM,L,2.0,2023-24
1638,2024-02-15,Home,POR,MIN,L,2.0,2023-24
1639,2024-02-15,Home,UTA,GSW,L,1.0,2023-24
1640,2024-02-15,Home,MEM,MIL,W,1.0,2023-24
1641,2024-02-22,Home,OKC,LAC,W,9.0,2023-24
1642,2024-02-22,Away,ORL,CLE,W,8.0,2023-24
1643,2024-02-22,Away,PHX,DAL,L,8.0,2023-24
1644,2024-02-22,Home,DAL,PHX,W,8.0,2023-24
1645,2024-02-22,Home,NOP,HOU,W,8.0,2023-24
1646,2024-02-22,Away,SAS,SAC,L,8.0,2023-24
1647,2024-02-22,Home,GSW,LAL,W,7.0,2023-24
1648,2024-02-22,Home,SAC,SAS,W,8.0,2023-24
1649,2024-02-22,Away,BKN,TOR,L,8.0,2023-24
1650,2024-02-22,Away,CHA,UTA,W,8.0,2023-24
1651,2024-02-22,Away,HOU,NOP,L,8.0,2023-24
1652,2024-02-22,Home,TOR,BKN,W,8.0,2023-24
1653,2024-02-22,Home,CHI,BOS,L,8.0,2023-24
1654,2024-02-22,Away,LAL,GSW,L,8.0,2023-24
1655,2024-02-22,Away,LAC,OKC,L,8.0,2023-24
1656,2024-02-22,Home,DEN,WAS,W,8.0,2023-24
1657,2024-02-22,Home,PHI,NYK,L,8.0,2023-24
1658,2024-02-22,Away,WAS,DEN,L,8.0,2023-24
1659,2024-02-22,Away,DET,IND,L,8.0,2023-24
1660,2024-02-22,Home,UTA,CHA,L,7.0,2023-24
1661,2024-02-22,Home,IND,DET,W,8.0,2023-24
1662,2024-02-22,Away,BOS,CHI,W,8.0,2023-24
1663,2024-02-22,Home,CLE,ORL,L,8.0,2023-24
1664,2024-02-22,Away,NYK,PHI,W,8.0,2023-24
1665,2024-02-23,Home,GSW,CHA,W,1.0,2023-24
1666,2024-02-23,Home,POR,DEN,L,8.0,2023-24
1667,2024-02-23,Away,MIA,NOP,W,9.0,2023-24
1668,2024-02-23,Away,TOR,ATL,W,1.0,2023-24
1669,2024-02-23,Away,CLE,PHI,L,1.0,2023-24
1670,2024-02-23,Away,LAC,MEM,W,1.0,2023-24
1671,2024-02-23,Away,PHX,HOU,L,1.0,2023-24
1672,2024-02-23,Away,SAS,LAL,L,1.0,2023-24
1673,2024-02-23,Home,ATL,TOR,L,9.0,2023-24
1674,2024-02-23,Home,OKC,WAS,W,1.0,2023-24
1675,2024-02-23,Home,MEM,LAC,L,8.0,2023-24
1676,2024-02-23,Home,PHI,CLE,W,1.0,2023-24
1677,2024-02-23,Away,DEN,POR,W,1.0,2023-24
1678,2024-02-23,Home,MIN,MIL,L,8.0,2023-24
1679,2024-02-23,Away,MIL,MIN,W,8.0,2023-24
1680,2024-02-23,Away,CHA,GSW,L,1.0,2023-24
1681,2024-02-23,Home,HOU,PHX,W,1.0,2023-24
1682,2024-02-23,Home,NOP,MIA,L,1.0,2023-24
1683,2024-02-23,Home,LAL,SAS,W,1.0,2023-24
1684,2024-02-23,Away,WAS,OKC,L,1.0,2023-24
1685,2024-02-24,Home,MIN,BKN,W,1.0,2023-24
1686,2024-02-24,Away,BKN,MIN,L,2.0,2023-24
1687,2024-02-24,Home,DET,ORL,L,2.0,2023-24
1688,2024-02-24,Away,BOS,NYK,W,2.0,2023-24
1689,2024-02-24,Home,NYK,BOS,L,2.0,2023-24
1690,2024-02-24,Away,ORL,DET,W,2.0,2023-24
1691,2024-02-25,Home,WAS,CLE,L,2.0,2023-24
1692,2024-02-25,Away,DAL,IND,L,3.0,2023-24
1693,2024-02-25,Home,NOP,CHI,L,2.0,2023-24
1694,2024-02-25,Away,DEN,GSW,W,2.0,2023-24
1695,2024-02-25,Home,ATL,ORL,W,2.0,2023-24
1696,2024-02-25,Home,GSW,DEN,L,2.0,2023-24
1697,2024-02-25,Home,UTA,SAS,W,3.0,2023-24
1698,2024-02-25,Away,CHA,POR,W,2.0,2023-24
1699,2024-02-25,Home,LAC,SAC,L,2.0,2023-24
1700,2024-02-25,Home,PHX,LAL,W,2.0,2023-24
1701,2024-02-25,Away,SAC,LAC,W,3.0,2023-24
1702,2024-02-25,Away,MIL,PHI,W,2.0,2023-24
1703,2024-02-25,Away,CLE,WAS,W,2.0,2023-24
1704,2024-02-25,Away,CHI,NOP,W,3.0,2023-24
1705,2024-02-25,Away,OKC,HOU,W,2.0,2023-24
1706,2024-02-25,Home,IND,DAL,W,3.0,2023-24
1707,2024-02-25,Away,SAS,UTA,L,2.0,2023-24
1708,2024-02-25,Away,ORL,ATL,L,1.0,2023-24
1709,2024-02-25,Home,PHI,MIL,L,2.0,2023-24
1710,2024-02-25,Away,LAL,PHX,L,2.0,2023-24
1711,2024-02-25,Home,HOU,OKC,L,2.0,2023-24
1712,2024-02-25,Home,POR,CHA,L,2.0,2023-24
1713,2024-02-26,Home,MEM,BKN,L,3.0,2023-24
1714,2024-02-26,Away,TOR,IND,W,3.0,2023-24
1715,2024-02-26,Away,BKN,MEM,W,2.0,2023-24
1716,2024-02-26,Home,IND,TOR,L,1.0,2023-24
1717,2024-02-26,Home,NYK,DET,W,2.0,2023-24
1718,2024-02-26,Away,DET,NYK,L,2.0,2023-24
1719,2024-02-26,Home,SAC,MIA,L,1.0,2023-24
1720,2024-02-26,Away,MIA,SAC,W,3.0,2023-24
1721,2024-02-27,Away,SAS,MIN,L,2.0,2023-24
1722,2024-02-27,Away,PHI,BOS,L,2.0,2023-24
1723,2024-02-27,Home,CLE,DAL,W,2.0,2023-24
1724,2024-02-27,Away,DET,CHI,W,1.0,2023-24
1725,2024-02-27,Home,POR,MIA,L,2.0,2023-24
1726,2024-02-27,Away,DAL,CLE,L,2.0,2023-24
1727,2024-02-27,Home,ORL,BKN,W,2.0,2023-24
1728,2024-02-27,Away,GSW,WAS,W,2.0,2023-24
1729,2024-02-27,Away,HOU,OKC,L,2.0,2023-24
1730,2024-02-27,Away,MIA,POR,W,1.0,2023-24
1731,2024-02-27,Home,WAS,GSW,L,2.0,2023-24
1732,2024-02-27,Home,MIL,CHA,W,2.0,2023-24
1733,2024-02-27,Away,BKN,ORL,L,1.0,2023-24
1734,2024-02-27,Away,NOP,NYK,W,2.0,2023-24
1735,2024-02-27,Home,MIN,SAS,W,3.0,2023-24
1736,2024-02-27,Home,CHI,DET,L,2.0,2023-24
1737,2024-02-27,Home,NYK,NOP,L,1.0,2023-24
1738,2024-02-27,Away,CHA,MIL,L,2.0,2023-24
1739,2024-02-27,Home,OKC,HOU,W,2.0,2023-24
1740,2024-02-27,Away,UTA,ATL,L,2.0,2023-24
1741,2024-02-27,Home,BOS,PHI,W,3.0,2023-24
1742,2024-02-27,Home,ATL,UTA,W,2.0,2023-24
1743,2024-02-28,Away,MEM,MIN,L,2.0,2023-24
1744,2024-02-28,Home,TOR,DAL,L,2.0,2023-24
1745,2024-02-28,Home,DEN,SAC,W,3.0,2023-24
1746,2024-02-28,Away,SAC,DEN,L,2.0,2023-24
1747,2024-02-28,Home,MIN,MEM,W,1.0,2023-24
1748,2024-02-28,Away,CLE,CHI,L,1.0,2023-24
1749,2024-02-28,Home,IND,NOP,W,2.0,2023-24
1750,2024-02-28,Home,CHI,CLE,W,1.0,2023-24
1751,2024-02-28,Away,DAL,TOR,W,1.0,2023-24
1752,2024-02-28,Away,LAL,LAC,W,3.0,2023-24
1753,2024-02-28,Away,NOP,IND,L,1.0,2023-24
1754,2024-02-28,Home,LAC,LAL,L,3.0,2023-24
1755,2024-02-29,Away,OKC,SAS,L,2.0,2023-24
1756,2024-02-29,Home,PHX,HOU,W,4.0,2023-24
1757,2024-02-29,Away,MIL,CHA,W,2.0,2023-24
1758,2024-02-29,Home,NYK,GSW,L,2.0,2023-24
1759,2024-02-29,Away,UTA,ORL,L,2.0,2023-24
1760,2024-02-29,Home,CHA,MIL,L,2.0,2023-24
1761,2024-02-29,Away,HOU,PHX,L,2.0,2023-24
1762,2024-02-29,Away,GSW,NYK,W,2.0,2023-24
1763,2024-02-29,Home,DEN,MIA,W,1.0,2023-24
1764,2024-02-29,Home,ORL,UTA,W,2.0,2023-24
1765,2024-02-29,Home,SAS,OKC,W,2.0,2023-24
1766,2024-02-29,Home,BKN,ATL,W,2.0,2023-24
1767,2024-02-29,Home,LAL,WAS,W,1.0,2023-24
1768,2024-02-29,Away,ATL,BKN,L,2.0,2023-24
1769,2024-02-29,Away,WAS,LAL,L,2.0,2023-24
1770,2024-02-29,Away,MIA,DEN,L,2.0,2023-24
1771,2024-03-01,Home,LAC,WAS,W,2.0,2023-24
1772,2024-03-01,Home,PHI,CHA,W,3.0,2023-24
1773,2024-03-01,Home,TOR,GSW,L,2.0,2023-24
1774,2024-03-01,Away,WAS,LAC,L,1.0,2023-24
1775,2024-03-01,Away,POR,MEM,W,3.0,2023-24
1776,2024-03-01,Away,DAL,BOS,L,2.0,2023-24
1777,2024-03-01,Home,BOS,DAL,W,3.0,2023-24
1778,2024-03-01,Away,CHA,PHI,L,1.0,2023-24
1779,2024-03-01,Away,GSW,TOR,W,1.0,2023-24
1780,2024-03-01,Home,MIN,SAC,L,2.0,2023-24
1781,2024-03-01,Home,DET,CLE,L,3.0,2023-24
1782,2024-03-01,Home,NOP,IND,W,2.0,2023-24
1783,2024-03-01,Away,IND,NOP,L,2.0,2023-24
1784,2024-03-01,Home,MEM,POR,L,2.0,2023-24
1785,2024-03-01,Away,SAC,MIN,W,2.0,2023-24
1786,2024-03-01,Away,MIL,CHI,W,1.0,2023-24
1787,2024-03-01,Away,CLE,DET,W,2.0,2023-24
1788,2024-03-01,Home,CHI,MIL,L,2.0,2023-24
1789,2024-03-02,Home,MIA,UTA,W,2.0,2023-24
1790,2024-03-02,Away,DEN,LAL,W,2.0,2023-24
1791,2024-03-02,Away,ATL,BKN,L,2.0,2023-24
1792,2024-03-02,Home,LAL,DEN,L,2.0,2023-24
1793,2024-03-02,Home,PHX,HOU,L,2.0,2023-24
1794,2024-03-02,Home,MEM,POR,L,1.0,2023-24
1795,2024-03-02,Away,POR,MEM,W,1.0,2023-24
1796,2024-03-02,Away,UTA,MIA,L,2.0,2023-24
1797,2024-03-02,Home,BKN,ATL,W,2.0,2023-24
1798,2024-03-02,Away,HOU,PHX,W,2.0,2023-24
1799,2024-03-03,Away,PHI,DAL,W,2.0,2023-24
1800,2024-03-03,Home,PHX,OKC,L,1.0,2023-24
1801,2024-03-03,Away,IND,SAS,L,2.0,2023-24
1802,2024-03-03,Away,DET,ORL,L,2.0,2023-24
1803,2024-03-03,Home,MIN,LAC,L,2.0,2023-24
1804,2024-03-03,Home,BOS,GSW,W,2.0,2023-24
1805,2024-03-03,Away,GSW,BOS,L,2.0,2023-24
1806,2024-03-03,Away,NYK,CLE,W,3.0,2023-24
1807,2024-03-03,Away,LAC,MIN,W,2.0,2023-24
1808,2024-03-03,Home,CLE,NYK,L,2.0,2023-24
1809,2024-03-03,Away,OKC,PHX,W,3.0,2023-24
1810,2024-03-03,Home,SAS,IND,W,3.0,2023-24
1811,2024-03-03,Home,TOR,CHA,W,2.0,2023-24
1812,2024-03-03,Home,DAL,PHI,L,2.0,2023-24
1813,2024-03-03,Away,CHA,TOR,L,2.0,2023-24
1814,2024-03-03,Home,ORL,DET,W,3.0,2023-24
1815,2024-03-04,Away,WAS,UTA,L,3.0,2023-24
1816,2024-03-04,Away,OKC,LAL,L,1.0,2023-24
1817,2024-03-04,Home,UTA,WAS,W,2.0,2023-24
1818,2024-03-04,Home,MIN,POR,W,1.0,2023-24
1819,2024-03-04,Home,SAC,CHI,L,3.0,2023-24
1820,2024-03-04,Away,POR,MIN,L,2.0,2023-24
1821,2024-03-04,Away,MEM,BKN,W,2.0,2023-24
1822,2024-03-04,Away,LAC,MIL,L,1.0,2023-24
1823,2024-03-04,Home,MIL,LAC,W,3.0,2023-24
1824,2024-03-04,Away,CHI,SAC,W,3.0,2023-24
1825,2024-03-04,Home,LAL,OKC,W,2.0,2023-24
1826,2024-03-04,Home,BKN,MEM,L,2.0,2023-24
1827,2024-03-05,Home,BKN,PHI,W,1.0,2023-24
1828,2024-03-05,Away,SAS,HOU,L,2.0,2023-24
1829,2024-03-05,Away,PHI,BKN,L,2.0,2023-24
1830,2024-03-05,Away,PHX,DEN,W,2.0,2023-24
1831,2024-03-05,Home,MIA,DET,W,3.0,2023-24
1832,2024-03-05,Away,BOS,CLE,L,2.0,2023-24
1833,2024-03-05,Home,DEN,PHX,L,3.0,2023-24
1834,2024-03-05,Home,DAL,IND,L,2.0,2023-24
1835,2024-03-05,Home,NYK,ATL,L,2.0,2023-24
1836,2024-03-05,Away,IND,DAL,W,2.0,2023-24
1837,2024-03-05,Away,DET,MIA,L,2.0,2023-24
1838,2024-03-05,Away,NOP,TOR,W,4.0,2023-24
1839,2024-03-05,Away,ATL,NYK,W,3.0,2023-24
1840,2024-03-05,Away,ORL,CHA,W,2.0,2023-24
1841,2024-03-05,Home,TOR,NOP,L,2.0,2023-24
1842,2024-03-05,Home,HOU,SAS,W,3.0,2023-24
1843,2024-03-05,Home,CHA,ORL,L,2.0,2023-24
1844,2024-03-05,Home,CLE,BOS,W,2.0,2023-24
1845,2024-03-06,Home,UTA,CHI,L,2.0,2023-24
1846,2024-03-06,Home,GSW,MIL,W,3.0,2023-24
1847,2024-03-06,Away,OKC,POR,W,2.0,2023-24
1848,2024-03-06,Home,HOU,LAC,L,1.0,2023-24
1849,2024-03-06,Home,POR,OKC,L,2.0,2023-24
1850,2024-03-06,Away,MEM,PHI,W,2.0,2023-24
1851,2024-03-06,Home,ATL,CLE,W,1.0,2023-24
1852,2024-03-06,Away,ORL,WAS,W,1.0,2023-24
1853,2024-03-06,Home,PHI,MEM,L,1.0,2023-24
1854,2024-03-06,Away,CHI,UTA,W,2.0,2023-24
1855,2024-03-06,Away,SAC,LAL,W,2.0,2023-24
1856,2024-03-06,Home,WAS,ORL,L,2.0,2023-24
1857,2024-03-06,Away,LAC,HOU,W,2.0,2023-24
1858,2024-03-06,Away,CLE,ATL,L,1.0,2023-24
1859,2024-03-06,Away,MIL,GSW,L,2.0,2023-24
1860,2024-03-06,Home,LAL,SAC,L,2.0,2023-24
1861,2024-03-07,Home,DAL,MIA,W,2.0,2023-24
1862,2024-03-07,Away,SAS,SAC,L,2.0,2023-24
1863,2024-03-07,Home,SAC,SAS,W,1.0,2023-24
1864,2024-03-07,Away,MIA,DAL,L,2.0,2023-24
1865,2024-03-07,Away,MIN,IND,W,3.0,2023-24
1866,2024-03-07,Home,DEN,BOS,W,2.0,2023-24
1867,2024-03-07,Home,PHX,TOR,W,2.0,2023-24
1868,2024-03-07,Home,IND,MIN,L,2.0,2023-24
1869,2024-03-07,Away,BOS,DEN,L,2.0,2023-24
1870,2024-03-07,Home,GSW,CHI,L,1.0,2023-24
1871,2024-03-07,Away,TOR,PHX,L,2.0,2023-24
1872,2024-03-07,Away,CHI,GSW,W,1.0,2023-24
1873,2024-03-07,Away,BKN,DET,L,2.0,2023-24
1874,2024-03-07,Home,DET,BKN,W,2.0,2023-24
1875,2024-03-08,Home,MEM,ATL,L,2.0,2023-24
1876,2024-03-08,Away,MIN,CLE,L,1.0,2023-24
1877,2024-03-08,Away,HOU,POR,W,2.0,2023-24
1878,2024-03-08,Home,WAS,CHA,W,2.0,2023-24
1879,2024-03-08,Away,MIL,LAL,L,2.0,2023-24
1880,2024-03-08,Home,POR,HOU,L,2.0,2023-24
1881,2024-03-08,Away,CHA,WAS,L,3.0,2023-24
1882,2024-03-08,Away,MIA,OKC,L,1.0,2023-24
1883,2024-03-08,Home,LAL,MIL,W,2.0,2023-24
1884,2024-03-08,Away,ORL,NYK,L,2.0,2023-24
1885,2024-03-08,Home,PHI,NOP,L,2.0,2023-24
1886,2024-03-08,Home,CLE,MIN,W,2.0,2023-24
1887,2024-03-08,Home,OKC,MIA,W,2.0,2023-24
1888,2024-03-08,Away,NOP,PHI,W,3.0,2023-24
1889,2024-03-08,Away,ATL,MEM,W,2.0,2023-24
1890,2024-03-08,Home,NYK,ORL,W,3.0,2023-24
1891,2024-03-09,Away,DAL,DET,W,2.0,2023-24
1892,2024-03-09,Away,TOR,POR,L,2.0,2023-24
1893,2024-03-09,Away,BKN,CHA,L,2.0,2023-24
1894,2024-03-09,Home,LAC,CHI,W,3.0,2023-24
1895,2024-03-09,Away,UTA,DEN,L,3.0,2023-24
1896,2024-03-09,Away,SAS,GSW,W,2.0,2023-24
1897,2024-03-09,Home,DEN,UTA,W,2.0,2023-24
1898,2024-03-09,Home,GSW,SAS,L,2.0,2023-24
1899,2024-03-09,Away,CHI,LAC,L,2.0,2023-24
1900,2024-03-09,Away,BOS,PHX,W,2.0,2023-24
1901,2024-03-09,Home,PHX,BOS,L,2.0,2023-24
1902,2024-03-09,Home,POR,TOR,W,1.0,2023-24
1903,2024-03-09,Home,CHA,BKN,W,1.0,2023-24
1904,2024-03-09,Home,DET,DAL,L,2.0,2023-24
1905,2024-03-10,Home,ORL,IND,L,2.0,2023-24
1906,2024-03-10,Away,WAS,MIA,W,2.0,2023-24
1907,2024-03-10,Home,LAL,MIN,W,2.0,2023-24
1908,2024-03-10,Home,MIA,WAS,L,2.0,2023-24
1909,2024-03-10,Away,NOP,ATL,W,2.0,2023-24
1910,2024-03-10,Away,BKN,CLE,W,1.0,2023-24
1911,2024-03-10,Home,NYK,PHI,L,2.0,2023-24
1912,2024-03-10,Home,ATL,NOP,L,2.0,2023-24
1913,2024-03-10,Home,OKC,MEM,W,2.0,2023-24
1914,2024-03-10,Home,LAC,MIL,L,1.0,2023-24
1915,2024-03-10,Away,MIN,LAL,L,2.0,2023-24
1916,2024-03-10,Away,HOU,SAC,W,2.0,2023-24
1917,2024-03-10,Away,MEM,OKC,L,2.0,2023-24
1918,2024-03-10,Away,PHI,NYK,W,2.0,2023-24
1919,2024-03-10,Home,CLE,BKN,L,2.0,2023-24
1920,2024-03-10,Away,IND,ORL,W,3.0,2023-24
1921,2024-03-10,Home,SAC,HOU,L,3.0,2023-24
1922,2024-03-10,Away,MIL,LAC,W,2.0,2023-24
1923,2024-03-11,Home,CHI,DAL,L,2.0,2023-24
1924,2024-03-11,Away,PHX,CLE,W,2.0,2023-24
1925,2024-03-11,Away,GSW,SAS,W,2.0,2023-24
1926,2024-03-11,Away,CHA,DET,L,2.0,2023-24
1927,2024-03-11,Home,SAS,GSW,L,2.0,2023-24
1928,2024-03-11,Away,TOR,DEN,L,2.0,2023-24
1929,2024-03-11,Away,BOS,POR,W,2.0,2023-24
1930,2024-03-11,Home,CLE,PHX,L,1.0,2023-24
1931,2024-03-11,Away,DAL,CHI,W,2.0,2023-24
1932,2024-03-11,Home,DET,CHA,W,2.0,2023-24
1933,2024-03-11,Home,POR,BOS,L,2.0,2023-24
1934,2024-03-11,Home,DEN,TOR,W,2.0,2023-24
1935,2024-03-12,Away,WAS,MEM,L,2.0,2023-24
1936,2024-03-12,Home,UTA,BOS,L,3.0,2023-24
1937,2024-03-12,Away,MIN,LAC,W,2.0,2023-24
1938,2024-03-12,Home,LAC,MIN,L,2.0,2023-24
1939,2024-03-12,Away,IND,OKC,W,2.0,2023-24
1940,2024-03-12,Home,NYK,PHI,W,2.0,2023-24
1941,2024-03-12,Away,PHI,NYK,L,2.0,2023-24
1942,2024-03-12,Away,BOS,UTA,W,1.0,2023-24
1943,2024-03-12,Home,SAS,HOU,L,1.0,2023-24
1944,2024-03-12,Home,OKC,IND,L,2.0,2023-24
1945,2024-03-12,Away,HOU,SAS,W,2.0,2023-24
1946,2024-03-12,Home,SAC,MIL,W,2.0,2023-24
1947,2024-03-12,Home,MEM,WAS,W,2.0,2023-24
1948,2024-03-12,Away,MIL,SAC,L,2.0,2023-24
1949,2024-03-13,Away,TOR,DET,L,2.0,2023-24
1950,2024-03-13,Away,GSW,DAL,L,2.0,2023-24
1951,2024-03-13,Home,SAC,LAL,W,1.0,2023-24
1952,2024-03-13,Away,BKN,ORL,L,3.0,2023-24
1953,2024-03-13,Home,POR,ATL,W,2.0,2023-24
1954,2024-03-13,Away,CHI,IND,W,2.0,2023-24
1955,2024-03-13,Away,DEN,MIA,W,2.0,2023-24
1956,2024-03-13,Away,ATL,POR,L,3.0,2023-24
1957,2024-03-13,Away,CHA,MEM,W,2.0,2023-24
1958,2024-03-13,Home,DET,TOR,W,2.0,2023-24
1959,2024-03-13,Away,CLE,NOP,W,2.0,2023-24
1960,2024-03-13,Home,DAL,GSW,W,2.0,2023-24
1961,2024-03-13,Home,MEM,CHA,L,1.0,2023-24
1962,2024-03-13,Home,IND,CHI,L,1.0,2023-24
1963,2024-03-13,Away,LAL,SAC,L,3.0,2023-24
1964,2024-03-13,Home,NOP,CLE,L,3.0,2023-24
1965,2024-03-13,Home,ORL,BKN,W,3.0,2023-24
1966,2024-03-13,Home,MIA,DEN,L,3.0,2023-24
1967,2024-03-14,Home,HOU,WAS,W,2.0,2023-24
1968,2024-03-14,Away,PHI,MIL,L,2.0,2023-24
1969,2024-03-14,Away,PHX,BOS,L,3.0,2023-24
1970,2024-03-14,Home,POR,NYK,L,1.0,2023-24
1971,2024-03-14,Home,BOS,PHX,W,2.0,2023-24
1972,2024-03-14,Home,MIL,PHI,W,2.0,2023-24
1973,2024-03-14,Away,WAS,HOU,L,2.0,2023-24
1974,2024-03-14,Away,LAC,CHI,W,2.0,2023-24
1975,2024-03-14,Home,CHI,LAC,L,1.0,2023-24
1976,2024-03-14,Away,DAL,OKC,L,1.0,2023-24
1977,2024-03-14,Home,OKC,DAL,W,2.0,2023-24
1978,2024-03-14,Away,NYK,POR,W,2.0,2023-24
1979,2024-03-15,Away,LAC,NOP,L,1.0,2023-24
1980,2024-03-15,Home,CHA,PHX,L,2.0,2023-24
1981,2024-03-15,Away,ATL,UTA,L,2.0,2023-24
1982,2024-03-15,Away,MIA,DET,W,2.0,2023-24
1983,2024-03-15,Home,UTA,ATL,W,3.0,2023-24
1984,2024-03-15,Home,TOR,ORL,L,2.0,2023-24
1985,2024-03-15,Home,DET,MIA,L,2.0,2023-24
1986,2024-03-15,Away,DEN,SAS,W,2.0,2023-24
1987,2024-03-15,Home,SAS,DEN,L,3.0,2023-24
1988,2024-03-15,Home,NOP,LAC,W,2.0,2023-24
1989,2024-03-15,Away,PHX,CHA,W,1.0,2023-24
1990,2024-03-15,Away,ORL,TOR,W,2.0,2023-24
1991,2024-03-16,Away,WAS,CHI,L,2.0,2023-24
1992,2024-03-16,Away,MIN,UTA,W,4.0,2023-24
1993,2024-03-16,Home,UTA,MIN,L,1.0,2023-24
1994,2024-03-16,Home,NOP,POR,W,1.0,2023-24
1995,2024-03-16,Home,SAC,NYK,L,3.0,2023-24
1996,2024-03-16,Home,LAL,GSW,L,3.0,2023-24
1997,2024-03-16,Away,CLE,HOU,L,3.0,2023-24
1998,2024-03-16,Away,POR,NOP,L,2.0,2023-24
1999,2024-03-16,Away,NYK,SAC,W,2.0,2023-24
2000,2024-03-16,Home,HOU,CLE,W,2.0,2023-24
2001,2024-03-16,Home,IND,BKN,W,3.0,2023-24
2002,2024-03-16,Away,CHA,PHI,L,1.0,2023-24
2003,2024-03-16,Away,OKC,MEM,W,2.0,2023-24
2004,2024-03-16,Away,GSW,LAL,W,3.0,2023-24
2005,2024-03-16,Home,PHI,CHA,W,2.0,2023-24
2006,2024-03-16,Away,BKN,IND,L,3.0,2023-24
2007,2024-03-16,Home,CHI,WAS,W,2.0,2023-24
2008,2024-03-16,Home,MEM,OKC,L,3.0,2023-24
2009,2024-03-17,Away,BKN,SAS,L,1.0,2023-24
2010,2024-03-17,Away,MIA,DET,W,2.0,2023-24
2011,2024-03-17,Away,TOR,ORL,L,2.0,2023-24
2012,2024-03-17,Home,DET,MIA,L,2.0,2023-24
2013,2024-03-17,Home,DAL,DEN,W,3.0,2023-24
2014,2024-03-17,Away,DEN,DAL,L,2.0,2023-24
2015,2024-03-17,Home,MIL,PHX,W,3.0,2023-24
2016,2024-03-17,Away,BOS,WAS,W,3.0,2023-24
2017,2024-03-17,Home,SAS,BKN,W,2.0,2023-24
2018,2024-03-17,Home,LAC,ATL,L,2.0,2023-24
2019,2024-03-17,Home,ORL,TOR,W,2.0,2023-24
2020,2024-03-17,Away,PHX,MIL,L,2.0,2023-24
2021,2024-03-17,Away,ATL,LAC,W,2.0,2023-24
2022,2024-03-17,Home,WAS,BOS,L,1.0,2023-24
2023,2024-03-18,Away,MIN,UTA,W,2.0,2023-24
2024,2024-03-18,Away,DET,BOS,L,1.0,2023-24
2025,2024-03-18,Home,PHI,MIA,W,2.0,2023-24
2026,2024-03-18,Away,POR,CHI,L,2.0,2023-24
2027,2024-03-18,Home,UTA,MIN,L,2.0,2023-24
2028,2024-03-18,Home,BOS,DET,W,1.0,2023-24
2029,2024-03-18,Home,IND,CLE,L,2.0,2023-24
2030,2024-03-18,Home,SAC,MEM,W,2.0,2023-24
2031,2024-03-18,Away,MIA,PHI,L,1.0,2023-24
2032,2024-03-18,Home,LAL,ATL,W,2.0,2023-24
2033,2024-03-18,Home,CHI,POR,W,2.0,2023-24
2034,2024-03-18,Away,CLE,IND,W,2.0,2023-24
2035,2024-03-18,Home,GSW,NYK,L,2.0,2023-24
